source,target,value,count
13xTnWAx3izdXrWHuMFimEffV2WMAtWozsM4GCkZGKY96Qjg,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,10299.9028193503,1
15fZTT8jVRxsyo6nS2HVRe4f2dNmuxevXNQiNpBxrACFZFwV,13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,10299.4302856392,1
15wnAAPZ21h3TgcdK6w5r3dN5zBCC1GGZBwkDsyf4tSDxRo8,121CqVk5YnFXAq8GPVxFsETvn5jBXfkSLxzCPuRnkqB7xVmN,10293.2585203295,1
14UNBNbA1GjcMAmYgDekuaDMCD5ZHqKBqywN7UXc6VyViE9g,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,10283.08883,1
16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,12YCYHBfN9BC74mVJ8E6XboNc4yGghSJ5NB6DAJvRVCoG1Vi,10279.98943948,1
16FTZNWPxoNqWUL7GDYBkq5hZwu1triiLpCzGcf4FwDQKma8,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,10279.7116507909,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,14sVh5PiMamWVTeiRaeWx98uWtksHSYEob3AELeD1MmUNrpF,10278.55656445,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,167XGjAY8fM4jW9yYRa5GemVZTFSudeJcWDh4rnfiwDUSKq5,10265.6095457,1
167XGjAY8fM4jW9yYRa5GemVZTFSudeJcWDh4rnfiwDUSKq5,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,10265.5138856912,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,12mKkJHWRmEDK3Kgnhxf9mU8HpSpHYU2NZFZW29oS4kZccVV,10258.775,1
14wCnjLkpHCJDrDWAU2jUDbpmmyeFq27bmwzLRnVQ4fapnMT,13YMK2eeopZtUNpeHnJ1Ws2HqMQG6Ts9PGCZYGyFbSYoZfcm,10254.0016164799,1
14S5NR4vqhK1rsX2XNXit716zkq2s8gtk9AKMFU9Y4AL9Pw4,1SaAmz4mb65b9EwnzXPu6c6Xw2NdBPvcZ42f9yN99w1wECy,10253.9650888254,1
14rQELKuFBS8s11js6gpkXrxbXQgP7Tczd8GfzxUXn5sDz7y,13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,10253.5591190068,1
AGG_Reaped_Accounts,1hJdgnAPSjfuHZFHzcorPnFvekSHihK9jdNPWHXgeuL7zaJ,10250.403659,3
13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,14we7nhATWZitwmyhsw99RM31FyHdkxDYrSJVoM62iFEU9fZ,10242.00071,1
12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,AGG_Binance_Users,10242.0,1
16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,14yfaqdWtcvpyqc56rwg6k5ZP9CAeCif41H5hgeCFe4oXdpL,10235.86,1
13MLdtCJdSbyojwjiBMxti4tQ7qVZN2XgNfGcfSDck84tFnd,1ZZ5ZX526NeQBnHrJqFnR8DJPNZwkKXpY3cuFC5gkHqR1yP,10223.2499999999,1
12imiRFgMGpPPVRiXLhQixuk1jMeTrQbzSJcZ4Bj7a3idmWT,163FRY1rRrQtUpYbiwQaoiMXvAY8xjrXWNnUjayktZbpnj7V,10222.6797,1
12k6zoi7L6Jd2oCVek7Zktj8CHY2yoY6nxZThDZK7mdWP6Sr,1Kn9GA1aShiy32Lzdzm6Xncg3Q7JDPuoEYS1Vn8vg7YZ9jg,10216.3059999998,1
14PmzVpSYu1pQebURiXD5FFZYXBR9k7mQSr7JPYNau487ZFJ,14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,10215.2792083288,1
1pYgmWBqZgBhGTrh8ih8izdgShydUE6nZ4yYsVwBqz7XkSp,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,10214.56336003,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,12SqFi8zdSTt2cF8CGGcuBqdCd93McYpXQYHvYcDo3GaMJYX,10211.41986,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,12x6KkQRkwBGr43n8nNuwtiGBcri41mRBauLuw1jfrxbGkEY,10211.3874093898,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,13RBN6UF43sxkxUrd2H4QSJccvLNGr6HY4v3mN2WtW59WaNk,10206.0,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,16AKxqEY8jUB2c9zUGzKvLKzrHeaRJMtKzZfkkvpcdaptASE,10200.0,1
12L36w9fe9bWPs6kNDQazwFkrDbqFDwpXjjnyacN3eZmMkdo,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,10199.0,1
14aEZiUbxNntMkjZTQi9S9uzHTyDxmo3mW2GuMBHcZiT3xT8,12c5X8fQEmKZCrDsoH93jdECinJ3WRf8mQwZG1KCj5ei83pa,10197.0,1
14mY9eUFJT615yWz2G7x4NP53svJVXvTzdpWDsmaXFAN7uYN,123QWhnPwPyJteeAFsLzXwqnVPKZd4ScFGcA8T2bfXwQSVbE,10195.0,1
1jfgCEBdXQBm3rNArJnbuZrQgKTL2MvWx7eNYAEGjHXao3h,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,10191.0065965218,1
13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,12YxXvCZTdnbi9d8TubyxWHgScM6cC4tzCni2iXyy3T8dH28,10184.52110323,1
AGG_Small_Holders_<100,12jmNN7tdiCZRExkXmWy9xJYsLuHTKqmDbH8RdAgxvaR5bJ2,10182.4,1
15ML93PH72j5fFfqLrXRy7uDh7pUBCTUcSVYbaDV18LaTfeW,12wN1rFzH6a9A8Q6uPxdkm8AhBgDXbyaJfdDV6iDWXa6gcsF,10181.0,1
11hCczrqnGysr3M9sXRjMVgjagkP9opD8W14xUYjjJJhunt,12GtneT1L73RfHvNDBrCz21FqCrbixQx7jq95vUijxwWRbN1,10170.8722356331,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,14auv7m5Ypctp2HscFFAi6bSw2giGfYLwgPUwbJknsY4qyev,10169.7785,1
13B9G8Lx8BpembpHbGqBxs5pZKTJvWZwJ5bUuu93geLhR5RT,1unbkRdPEBQNo2Mk3Sew65RGo4jkgDqTFheCDbjvFe1zw4H,10167.334192,1
1c5UFcuevWem5gRGGDPui9RY42qZ6R5dWxHRiwdSkJfH3Cn,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,10166.3751561395,1
16HvCmAazVAqUHaRRLqXTx1s4pzoc1AEFZFyEAt1g9WTpzB9,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,10162.8843999987,1
12bFooBAK4hHUfiri7v2Eiz96v7TDoiLWdNKCFYmhWzGG1Tq,AGG_Reaped_Accounts,10160.0,3
14wCnjLkpHCJDrDWAU2jUDbpmmyeFq27bmwzLRnVQ4fapnMT,AGG_Existential_Deposits,10154.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,1Ng58SZw8mkF6oHvskdADEE3mZ4MCrBuphE8EXz9LTjbcqT,10142.67703257,1
14gDfwfbDduCp2hRBepVeroBHteVUrdCjxLX6vUqts28nTKw,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,10142.3745722215,1
12y1YeyGbeFusW1QUUdaQXWo6icHq2daAwr1FBa2DJTbD5QH,124LsqRoam5gN4mqfUN5FkQ9SXEFRUG14mTLA9KBxGCfUVFk,10137.8888607442,1
13UVJyLnbVp9RBZYFwHZ1tkvVNDt6ArkUzZ7rbF5FWqVDKFk,14aoY4nfAmAGLC7xT89MBDV4g1QXFmDzf5YPSjRk73K8Ryja,10131.8799999999,1
14aoY4nfAmAGLC7xT89MBDV4g1QXFmDzf5YPSjRk73K8Ryja,12WmeArh6B4kPra3JXswDYdYZ4TZgzPZv3xR2nBgZMYaN5rv,10125.8708840736,1
13DgFCBgxjjdGfKQ5xvhY8Xz3rT4X7HVySYjzLcTCf8ApeUV,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,10119.9843999987,1
16hFctwPU8DN7GuUSPj7WwTdgPF9VhtYqbrUUtqzCGBv8p9r,12QnbAFnWGxopncPuVb6z4BdWKfYcsN1i3Gg1gGdnLPAoCKb,10118.0866576804,1
12CUZckXWvfAPPf3Pc1dLaN3CGqpQDBezg9A5BSEMx93RJGJ,14JVz6pLZw7PiBXhp71eKU4DVDSUDgV3noQmfL5CyBi78YCS,10116.6862651595,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,16AYYPnCU6JWPkaZC4xTXk24rLTbtWGvCs2uyh4r5SAgerdo,10114.79142201,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,12Tt6HCMFYzZjBPpfQGC9gz4ebGhMey2kD8NLFifrQBrupC3,10113.89974797,1
15fAQb6gnYie1aJ2hiM6RaZmsSy9NSL1cSvt63kpm3DcnEBe,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,10113.1848095812,1
AGG_Medium_Holders_100-10K,13UVJyLnbVp77Z2t6qyNM1JaHEgg7XF5MCpRkazqxh722JNz,10110.0,10
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,12h3MTdGiWZGZra7k4NtVWuoVv2Pj8XTzCXtJGTvKbaXdf7B,10109.6612053,1
15Jiqi1aKHY8dNrwa99fRqrwbfxxz3tRy7bJWB77VTnvpKtv,13B9G8Lx8BpembpHbGqBxs5pZKTJvWZwJ5bUuu93geLhR5RT,10108.0,1
15Tur37buPHEZxKE4mSKtLUXkv3xecoKjnw6aYz3q9TL4tBN,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,10106.9645447341,1
15hom8Ej7xJSALZfDXcuGvMyBeJtvaTbDcJaajsE5XXNKPSP,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,10106.7847213243,1
14V7XFjCC2kKGrXE1taFDa2bx4urjQ48aFT9hUUmH3QK1gND,14VMAnuAMBLD6dDFX32AkxFrU1sLfkEpQdQwHwtYFscfMCQi,10106.6578039371,1
13Th6PcjJ468fy2cQeVDDdHE6ycJ3sFQ5S9wHiQRDkCKR6Tz,16Fa8QRqAWS5BFxZVTKHN1qsAmMEwDVUCBft43a1BMTtmasJ,10104.2729283721,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,1g3vrodvPxBusQGUJNsTp4FchrChYmt1GiMNRPXgaWEEwYD,10100.0,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,14ChttbC3yVcpPisCHJrrKqY5vgBsVTC1bbHJbvXGLxfqqdc,10100.0,1
12BJTP99gUerdvBhPobiTvrWwRaj1i5eFHN9qx51JWgrBtmv,15iRdToasYQ3rX6o6DumjRgQNjXJD9etG5KRUPzZt318ihwD,10100.0,1
13NZiqwGHSyYX7saqwfAZM3gYzjMDhi4wxyHJCakqdrJz5bB,12LBNhaKLK5eEQu6xiSKTHd87bXCNMus2ShiEuNfBfXSgR6w,10099.9850345095,1
12t28SQkxoffRjqhagEDvqxEhvpyUsvheTvLjL9Dxgzd22eu,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,10099.9844208735,1
12P4Y3hV6r2D7A7saeC9JVfjVpxA757AeDJrGT7u9T6t6KwR,12dMcBGaznCu9CLuLWfa18YwcMxFckKKh7pcukuN7Nh9gSme,10099.98,1
15SQatQUbJrDjPzWCu3pckx9wQKPXmYDy3bJ2vizwS3HwaVD,14ujNykmZB2r8qvAvAizeVdoxxoVVvNBNFcGJnqQZzcrUy9u,10099.7441845095,1
15T2teKsnAgqxtUS79XcXGPU6JdYKGVTeqGszVKDjmoDLTma,15z5mXwAtzKHhZgYVmQ37PzxwT2WkDB8Zhy5afCRaDzrqo9V,10098.8,1
11cLgzrCbu8xuiDykowYn86b7LWWqu2ChEZC7hWQcim6qJv,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,10094.9610999926,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,15oWVsPXVHAiURsp76weKidgrCP9JLrRJ53vkKz2qBuePqZw,10093.314,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,13QXn17qcXveXoPuW9EDeTBM8E2uH6V54k7VBuWwsxKfhbc7,10093.314,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,12frxR3gYaouMdfftJS6KJf5arhjjkw82X6wAkqKWsqm12BF,10091.0748724959,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,14TXMRo3cZMzk3CVcbGoFyJABGEQB7oHDJJUXnV5JNVW8gqK,10090.6699999999,1
12T1tgaYZzEkFpnPvyqttmPRJxbGbR4uDx49cvZR5SRF8QDu,14ZAfxptsjZsZHzhFX2xDH8m1Dq2hPHZZQ1yEH5XEWsShppf,10090.0,1
12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,15rBfQ8W9E6eFuzEf42fYNYqGwYw3gyzez2svt581ieWTc2p,10087.5,1
129dVpiWoeCwuQT3tGjDi8n9rUtwy5XxKrcnzWxQLtFAVKv8,14JVz6pLZw7PiBXhp71eKU4DVDSUDgV3noQmfL5CyBi78YCS,10086.5451760395,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,138TYM3gufAk8EsBSM9BHFpJoTWTA6ZhyaHmQzXwo3e48oMn,10086.45,1
157uGT5bFUXJFJHiBxp3EpDbLDsyMRajA8vjoGvHuLtkzpEC,13E2Cv4n3Q3PuWdWF51GbxgDT2p3En19HkBvWYnmBVZyhpwR,10085.08144706,1
14aEZiUbxNntMkjZTQi9S9uzHTyDxmo3mW2GuMBHcZiT3xT8,12HxHXL4MH3YvF2Mdr3VTf8EpSQnbae3Yu6uCozjVDT1Rc45,10083.57155562,1
14VMAnuAMBLD6dDFX32AkxFrU1sLfkEpQdQwHwtYFscfMCQi,13gCcs3zNqYPqCrzPD8WVSKU3FHKpd7CfJ1v5bxqoDXjAWXc,10083.5212907,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,124srBFaLh8Cv38hrnyTfcco2FgMjmMKJX4r7373DHhTATvZ,10082.0,1
1jW7U9wFSoXCwzFsMcWyZDmozwAxSQY7tpzQjD33NVZgdLL,15GKWVmUuW4rKj2mZwEDpnemXABWj8bVPXFDSGDpvTw19Hru,10080.04102393,1
1PDPcvnRDGF1ScSVG3YLB3tYwuQHKZM5jY7XVNMyMiVxkgx,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,10073.6405643756,1
14Kazg6SFiUCH7FNhvBhvr4WNfAXVtKKKhtBQ1pvXzF1dQhv,1ZAk3nUeHv1iZt2jV1JZGWH4LC93e3Vi1DJUqUzWH546ky1,10069.9,1
142zaUg57H1boZ6xBoogS14yRydv9u1A1CA7UY5KKYuWjLxc,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,10067.1951756472,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,14AegfewGADiQPagjVGNYtUiG4NWBRE568thopBUSXaMKchJ,10066.7452341,1
1UEbBRdtvBzFbraEJ6DzeybReBpxxJ6wvqhJufkfRvgWvMY,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,10065.3268354747,1
13wu7vckPVGksanQ35XbKghimvV6ckdyMn7KEJnDxGtTRLcr,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,10064.3828193503,1
1812Khj4JPJHKgvXiucRCoWV7nSitJKb58DtK1v4BRVe6tH,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,10062.9366084256,1
16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,AGG_Existential_Deposits,10053.136056429998,15
12RLfgeREBk6SpaiAkpqtUsaHkt1FBVikXciLPpdTZJBwdML,1TzAgJfk7pxf1u5Adjg7pt8x2coBj8gqd1chgcruQFEeYq5,10049.1912258315,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,13fix1TZ68VCC82pemhp7F46B2nrzyhzzQsD158FjfTDGEFE,10049.0,1
12QoNxD5R59vpR8ApyZ2Rdh189o314Jb9WTxcpb9jJNLf6Ss,12Mfu6j7PGZRTnThDS4WgLhdky3pMdx11Dme99xHbkLME81V,10047.0,1
13pMh8eS5ekAu2FpCp6VCTw5GVttfhRPwynSe5FnyLRW7erM,15xPhbf6NuPd9B7UgWtjXtWiLFRFCg9vu4HLtLjpE6kACVP7,10042.0,1
14QUaLRFWescDA6pSsBfkmmgt6D1nYwhoT66HRhHdok9KAJv,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,10039.9440717514,1
AGG_Small_Holders_<100,14TL3o4nVLYkwxtgL63Q7M7ZyRFTmoKwpLqNTwjbpSNpKdpg,10037.3097999999,1
15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,AGG_Binance_Users,10035.6362339799,10
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,1639UtZCWVDvRH2NcRHHW7UuYYE8BdRrrqHDKLq2jjCLzUc5,10032.5,1
16Y1srTBn5HdySV8K6xxjZvdGxbrjMTmCybApuaXfbZBe3vv,12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,10029.7318038274,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,13YanmPqC5hptuFsH3rQ7eeadCdLQpYFSwVedw9ACxqxm5zM,10027.5,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,15qffbLMF8FyrnisvSiHq2ft5TYJ52qfn1v3RtGTeNDQAoRW,10027.5,1
AGG_Medium_Holders_100-10K,14ices1G5qTmqhMfDVBECh4jotNDGTLu8fhE9YktWT3cLF2F,10027.0,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,12sCYifwU3Zpbojd29Ng2j8DJjJevvAdPUjWshBHYmLGYMok,10024.31243579,1
12sCYifwU3Zpbojd29Ng2j8DJjJevvAdPUjWshBHYmLGYMok,12nr7GiDrYHzAYT9L8HdeXnMfWcBuYfAXpgfzf3upujeCciz,10024.2965154838,1
156BPnRy4xDwsy4FfNtjvDzneJNEKSeZPBTdy4XUXkaGbKkM,14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,10023.8733531152,1
11HgdG9iZNCYAfMLRZ8Si7SRmE9GvmEiAa1qtCZVt9KaaZe,1bnjC9pe1bs8f2u4QYEGDX2nLuUJ5gSAPa2CZBn1esqV8LB,10023.3206345095,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,AGG_Binance_Users,10022.0,1
16FFbLXuJrpxRVtf7rPJUxMhF7VkgNFYz1MvtBhYwJUxHbTH,1243WmsrahiVCADviaMM5RwV6D6WDFLJKgbgdo9TzEy25mjn,10021.0001466195,1
AGG_Reaped_Accounts,16bFazvpCFcEoipeaAUgcpKGq4MaNSwMXUMo2d12FmTrpuxF,10020.9531876563,1
1565Xvc8rRzWEKSwdLfMKRQx34PtAXFjNQtzbC4kSV28Hu3A,1FDpmxGFh4rJUwKupi2oMKpM3jTcDEcRwfrguDpCSDkLH8J,10020.0009599999,1
1FcaAXbvpeyDAWRXZzKM1suj8BF7WBuUNkB9PEAPnphGP39,1BAitQj5xequxDyKaB1tqQ3D1k3vdSUM3geGfbSDnv87pX1,10019.3148330995,1
13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,12xX6JHWhJx59gzCS85mPQmk2qmLCdvWLmJh9ieKWX3RcSxJ,10018.0,1
AGG_Reaped_Accounts,12T1tgaYZzEkFpnPvyqttmPRJxbGbR4uDx49cvZR5SRF8QDu,10017.41,2
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,13EhijtNwGkNSHv9ejjVogzHvBPhdLr8gqYD2v8Pyacbryou,10016.8495,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,1n6fwq84CSSHybaFDQpsVTXowwg4AGPeMPPfDGoeEvJgjLZ,10016.8495,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,133yK7vU4p24bGSnqyMTinY4Kfo8uHfgubhPFqEB82XxgC8N,10016.8495,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,14gZ9werpP74VAi39iQBpRhEHngvEYnpqNPSmBTt7tVDMMEV,10016.8495,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,16FQsW2D9vMAhqWssR1udFXypbpAyBmnWPVAewLmXXXDnipq,10016.1171109999,1
16FQsW2D9vMAhqWssR1udFXypbpAyBmnWPVAewLmXXXDnipq,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,10014.7183109999,1
1316cTZeHz8HtEjaJRHu8sHbp9brtUmy2LiP74KZXgXhifry,AGG_Medium_Holders_100-10K,10014.0,4
AGG_Medium_Holders_100-10K,14AKMKLXYap2uzb1Fa77wFDowADXygxWmJpuMosgXjYSrJEp,10012.0,1
AGG_Medium_Holders_100-10K,12gandRebSiGHsyYyePTqcKghP2ij79QFRKv5AzqcaYNNiLN,10012.0,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,1515pkVVTAZPQdMvsFSQMBGZozrezhfs4htMNA1RXqPwVahF,10011.79271627,1
13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,1515pkVVTAZPQdMvsFSQMBGZozrezhfs4htMNA1RXqPwVahF,10011.61271627,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,AGG_Bitfinex_Users,10011.415978564599,11
15kdvsU1PnKCH9ShJ52cpiJmtmhSio4cPxwQK1pXgLrUGVSs,12T64Tbi4VQynRNSXtCXRNrtaxP1YijjzStkKepofGUX15ZU,10010.1385333695,1
AGG_Medium_Holders_100-10K,14T8zCoMyxPp6DDXTK9GJTPj111sqkDW5bUqraktpCaFGP3g,10010.0,1
AGG_Medium_Holders_100-10K,15axNgLsGTaBYfpC53YZ31LSskSGsDVXzw7edW9MT3z6rJ56,10009.0,1
AGG_Small_Holders_<100,12E8p2ybFsYnsFH2XupPGng6N4egW71SX971Ez7Xsnj1uDwz,10008.0,3
13FzGLWoueKvUqFePiJgvFYWhH5KckHGtVBXvAX7SBtVZbXu,14VwoJenz2y1yv1mi899UU8QFGEaSjak5KLCcaEYwKFsUYrx,10007.95,1
12ba33bpCn3bcuis6RYT7mhHU7s2vZF39Zb17S3GCYMooZ1g,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,10006.7636999972,1
16XiRDQ6TMNi9ayM7GNAotTAtRFqQBrFCDg2zQvhTMnP5Nmh,124LsqRoam5gN4mqfUN5FkQ9SXEFRUG14mTLA9KBxGCfUVFk,10004.6541845095,1
14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,13rdde9EYYzcQP2QuDhvPXM7deBbFHN1mKJJwA5hLHAXHuBc,10004.65,1
14r7qncWgCcAdY4UpAKeJjo8LwEYbNtUjZgUjHE1Ar4qaS7V,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,10003.5755220031,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,1nBfmxSbCZM895hMVXpvE8wfBM88aZdahipRnr7NDwtd9jn,10003.0,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,14QUGxgY22Rbo1uBChtyEgJC3RE4teieEopAMirbh5Nzdzkn,10002.6168407,1
14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,14Qk9PKz9jBYwQgBsfJT5vqKdXXDu2BDqKLcyTJRuz8AFMoE,10002.45004385,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,16AKxqEY8jUB2c9zUGzKvLKzrHeaRJMtKzZfkkvpcdaptASE,10002.05808519,1
14VMAnuAMBLD6dDFX32AkxFrU1sLfkEpQdQwHwtYFscfMCQi,13tAvgpj8RyYi4ekPu72ywT7pftSYfp2DucvrZUAYN8ibPTP,10001.6905942199,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,1C55EBTLUMkxehNn1fxs3NCQEXoPi9ynfUW4hqsG3eLSwE4,10001.5566,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,14jDq4MN6cjet2faFAVao3fwLZvKmFM5Mfyq1bWeMwCW1GSv,10001.5566,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,1t4oj8qxvXjfQGAmawTL1qyrunemuKuh1hVWnRqHwpn7bwe,10001.5566,1
12E8p2ybFsYnsFH2XupPGng6N4egW71SX971Ez7Xsnj1uDwz,AGG_Small_Holders_<100,10001.0,2
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,15QTX9dZWK9nLjt9KuvKG4Lau74ZBHTt1hYGcdx7Fdhi7oA9,10000.791955,1
13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,1byFS9wSGxvL5u8Z674FuJvDZjYdNVxt6VUJ5CG7DZ6NzYn,10000.75,1
14vCfPtPhxMVU78QZkzAhy7SB4xy9t4gLFNQ9G5ZAVmkbBou,1SaAmz4mb65b9EwnzXPu6c6Xw2NdBPvcZ42f9yN99w1wECy,10000.02,1
15Q67ib7GkAazJ5cUwDJDaS9CK7KqTEqj24QwM3SkH3hULJG,13YMK2efcJncYrXsaJCvHbaaDt3vfubdn75r4hdVxcggU4n2,10000.004077962,1
1bnjC9pe1bs8f2u4QYEGDX2nLuUJ5gSAPa2CZBn1esqV8LB,15ALEqKnw3daLczRcTWhbQ4MXcS98es4hbyRJEpmut21TyUC,10000.0,1
